"","family","genus"
"476","Cervidae","Alces"
"495","Cervidae","Alces"
"498","Cervidae","Alces"
"505","Cervidae","Alces"
"506","Cervidae","Alces"
"507","Cervidae","Alces"
"508","Cervidae","Alces"
"509","Cervidae","Alces"
"510","Cervidae","Alces"
"511","Cervidae","Alces"
"512","Cervidae","Alces"
"513","Cervidae","Alces"
"514","Cervidae","Alces"
"515","Cervidae","Alces"
"516","Cervidae","Alces"
"517","Cervidae","Alces"
"518","Cervidae","Alces"
"519","Cervidae","Alces"
"520","Cervidae","Alces"
"521","Cervidae","Alces"
"522","Cervidae","Alces"
"523","Cervidae","Alces"
"524","Cervidae","Alces"
"525","Cervidae","Alces"
"526","Cervidae","Alces"
"527","Cervidae","Alces"
"528","Cervidae","Alces"
"529","Cervidae","Alces"
"530","Cervidae","Alces"
"531","Cervidae","Alces"
"532","Cervidae","Alces"
"533","Cervidae","Alces"
"534","Cervidae","Alces"
"535","Cervidae","Alces"
"536","Cervidae","Alces"
"538","Cervidae","Alces"
"539","Cervidae","Alces"
"540","Cervidae","Alces"
"541","Cervidae","Alces"
"542","Cervidae","Alces"
"544","Cervidae","Alces"
"545","Cervidae","Alces"
"546","Cervidae","Alces"
"547","Cervidae","Alces"
"548","Cervidae","Alces"
"549","Cervidae","Alces"
"550","Cervidae","Alces"
"551","Cervidae","Alces"
"552","Cervidae","Alces"
"553","Cervidae","Alces"
"554","Cervidae","Alces"
"555","Cervidae","Alces"
"556","Cervidae","Alces"
"557","Cervidae","Alces"
"558","Cervidae","Alces"
"559","Cervidae","Alces"
"560","Cervidae","Alces"
"561","Cervidae","Alces"
"562","Cervidae","Alces"
"563","Cervidae","Alces"
"564","Cervidae","Alces"
"565","Cervidae","Alces"
"566","Cervidae","Alces"
"567","Cervidae","Alces"
"568","Cervidae","Alces"
"569","Cervidae","Alces"
"570","Cervidae","Alces"
"571","Cervidae","Alces"
"572","Cervidae","Alces"
"573","Cervidae","Alces"
"574","Cervidae","Alces"
"575","Cervidae","Alces"
"576","Cervidae","Alces"
"578","Cervidae","Alces"
"579","Cervidae","Alces"
"580","Cervidae","Alces"
"581","Cervidae","Alces"
"582","Cervidae","Alces"
"583","Cervidae","Alces"
"584","Cervidae","Alces"
"585","Cervidae","Alces"
"586","Cervidae","Alces"
"587","Cervidae","Alces"
"588","Cervidae","Alces"
"589","Cervidae","Alces"
"590","Cervidae","Alces"
"591","Cervidae","Alces"
"593","Cervidae","Alces"
"594","Cervidae","Alces"
"595","Cervidae","Alces"
"596","Cervidae","Alces"
"597","Cervidae","Alces"
"598","Cervidae","Alces"
"599","Cervidae","Alces"
"600","Cervidae","Alces"
"601","Cervidae","Alces"
"602","Cervidae","Alces"
"603","Cervidae","Alces"
"604","Cervidae","Alces"
"605","Cervidae","Alces"
"606","Cervidae","Alces"
"607","Cervidae","Alces"
"608","Cervidae","Alces"
"609","Cervidae","Alces"
"610","Cervidae","Alces"
"611","Cervidae","Alces"
"612","Cervidae","Alces"
"613","Cervidae","Alces"
"614","Cervidae","Alces"
"616","Cervidae","Alces"
"617","Cervidae","Alces"
"618","Cervidae","Alces"
"619","Cervidae","Alces"
"620","Cervidae","Alces"
"621","Cervidae","Alces"
"622","Cervidae","Alces"
"623","Cervidae","Alces"
"625","Cervidae","Alces"
"626","Cervidae","Alces"
"627","Cervidae","Alces"
"628","Cervidae","Alces"
"629","Cervidae","Alces"
"630","Cervidae","Alces"
"631","Cervidae","Alces"
"632","Cervidae","Alces"
"633","Cervidae","Alces"
"634","Cervidae","Alces"
"635","Cervidae","Alces"
"636","Cervidae","Alces"
"637","Cervidae","Alces"
"638","Cervidae","Alces"
"639","Cervidae","Alces"
"640","Cervidae","Alces"
"641","Cervidae","Alces"
"642","Cervidae","Alces"
"645","Cervidae","Alces"
"646","Cervidae","Alces"
"647","Cervidae","Alces"
"648","Cervidae","Alces"
"649","Cervidae","Alces"
"821","Canidae","Alopex"
"824","Canidae","Alopex"
"825","Canidae","Alopex"
"826","Canidae","Alopex"
"827","Canidae","Alopex"
"828","Canidae","Alopex"
"829","Canidae","Alopex"
"830","Canidae","Alopex"
"831","Canidae","Alopex"
"832","Canidae","Alopex"
"833","Canidae","Alopex"
"834","Canidae","Alopex"
"835","Canidae","Alopex"
"836","Canidae","Alopex"
"838","Canidae","Alopex"
"839","Canidae","Alopex"
"840","Canidae","Alopex"
"841","Canidae","Alopex"
"842","Canidae","Alopex"
"843","Canidae","Alopex"
"844","Canidae","Alopex"
"845","Canidae","Alopex"
"846","Canidae","Alopex"
"847","Canidae","Alopex"
"848","Canidae","Alopex"
"849","Canidae","Alopex"
"851","Canidae","Alopex"
"852","Canidae","Alopex"
"853","Canidae","Alopex"
"854","Canidae","Alopex"
"855","Canidae","Alopex"
"856","Canidae","Alopex"
"857","Canidae","Alopex"
"858","Canidae","Alopex"
"859","Canidae","Alopex"
"860","Canidae","Alopex"
"861","Canidae","Alopex"
"862","Canidae","Alopex"
"863","Canidae","Alopex"
"864","Canidae","Alopex"
"865","Canidae","Alopex"
"866","Canidae","Alopex"
"867","Canidae","Alopex"
"868","Canidae","Alopex"
"869","Canidae","Alopex"
"870","Canidae","Alopex"
"871","Canidae","Alopex"
"872","Canidae","Alopex"
"873","Canidae","Alopex"
"874","Canidae","Alopex"
"875","Canidae","Alopex"
"876","Canidae","Alopex"
"877","Canidae","Alopex"
"878","Canidae","Alopex"
"879","Canidae","Alopex"
"880","Canidae","Alopex"
"881","Canidae","Alopex"
"882","Canidae","Alopex"
"883","Canidae","Alopex"
"884","Canidae","Alopex"
"886","Canidae","Alopex"
"887","Canidae","Alopex"
"888","Canidae","Alopex"
"889","Canidae","Alopex"
"890","Canidae","Alopex"
"891","Canidae","Alopex"
"892","Canidae","Alopex"
"893","Canidae","Alopex"
"894","Canidae","Alopex"
"895","Canidae","Alopex"
"896","Canidae","Alopex"
"897","Canidae","Alopex"
"898","Canidae","Alopex"
"899","Canidae","Alopex"
"900","Canidae","Alopex"
"901","Canidae","Alopex"
"902","Canidae","Alopex"
"903","Canidae","Alopex"
"904","Canidae","Alopex"
"905","Canidae","Alopex"
"906","Canidae","Alopex"
"1024","Sciuridae","Ammospermophilus"
"1036","Sciuridae","Ammospermophilus"
"1039","Sciuridae","Ammospermophilus"
"1045","Sciuridae","Ammospermophilus"
"1046","Sciuridae","Ammospermophilus"
"1047","Sciuridae","Ammospermophilus"
"1048","Sciuridae","Ammospermophilus"
"1049","Sciuridae","Ammospermophilus"
"1050","Sciuridae","Ammospermophilus"
"1051","Sciuridae","Ammospermophilus"
"1052","Sciuridae","Ammospermophilus"
"1053","Sciuridae","Ammospermophilus"
"1054","Sciuridae","Ammospermophilus"
"1055","Sciuridae","Ammospermophilus"
"1056","Sciuridae","Ammospermophilus"
"1057","Sciuridae","Ammospermophilus"
"1058","Sciuridae","Ammospermophilus"
"1059","Sciuridae","Ammospermophilus"
"1060","Sciuridae","Ammospermophilus"
"1061","Sciuridae","Ammospermophilus"
"1062","Sciuridae","Ammospermophilus"
"1063","Sciuridae","Ammospermophilus"
"1064","Sciuridae","Ammospermophilus"
"1065","Sciuridae","Ammospermophilus"
"1066","Sciuridae","Ammospermophilus"
"1067","Sciuridae","Ammospermophilus"
"1068","Sciuridae","Ammospermophilus"
"1069","Sciuridae","Ammospermophilus"
"1070","Sciuridae","Ammospermophilus"
"1071","Sciuridae","Ammospermophilus"
"1072","Sciuridae","Ammospermophilus"
"1073","Sciuridae","Ammospermophilus"
"1074","Sciuridae","Ammospermophilus"
"1075","Sciuridae","Ammospermophilus"
"1076","Sciuridae","Ammospermophilus"
"1077","Sciuridae","Ammospermophilus"
"1078","Sciuridae","Ammospermophilus"
"1079","Sciuridae","Ammospermophilus"
"1080","Sciuridae","Ammospermophilus"
"1081","Sciuridae","Ammospermophilus"
"1082","Sciuridae","Ammospermophilus"
"1083","Sciuridae","Ammospermophilus"
"1084","Sciuridae","Ammospermophilus"
"1085","Sciuridae","Ammospermophilus"
"1086","Sciuridae","Ammospermophilus"
"1087","Sciuridae","Ammospermophilus"
"1088","Sciuridae","Ammospermophilus"
"1089","Sciuridae","Ammospermophilus"
"1090","Sciuridae","Ammospermophilus"
"1091","Sciuridae","Ammospermophilus"
"1092","Sciuridae","Ammospermophilus"
"1093","Sciuridae","Ammospermophilus"
"1094","Sciuridae","Ammospermophilus"
"1095","Sciuridae","Ammospermophilus"
"1096","Sciuridae","Ammospermophilus"
"1097","Sciuridae","Ammospermophilus"
"1098","Sciuridae","Ammospermophilus"
"1099","Sciuridae","Ammospermophilus"
"1100","Sciuridae","Ammospermophilus"
"1101","Sciuridae","Ammospermophilus"
"1102","Sciuridae","Ammospermophilus"
"1103","Sciuridae","Ammospermophilus"
"1104","Sciuridae","Ammospermophilus"
"1105","Sciuridae","Ammospermophilus"
"1292","Antilocapridae","Antilocapra"
"1293","Antilocapridae","Antilocapra"
"1301","Antilocapridae","Antilocapra"
"1302","Antilocapridae","Antilocapra"
"1303","Antilocapridae","Antilocapra"
"1304","Antilocapridae","Antilocapra"
"1305","Antilocapridae","Antilocapra"
"1307","Antilocapridae","Antilocapra"
"1310","Antilocapridae","Antilocapra"
"1311","Antilocapridae","Antilocapra"
"1315","Antilocapridae","Antilocapra"
"1316","Antilocapridae","Antilocapra"
"1317","Antilocapridae","Antilocapra"
"1330","Antilocapridae","Antilocapra"
"1332","Antilocapridae","Antilocapra"
"1341","Antilocapridae","Antilocapra"
"1342","Antilocapridae","Antilocapra"
"1343","Antilocapridae","Antilocapra"
"1344","Antilocapridae","Antilocapra"
"1345","Antilocapridae","Antilocapra"
"1346","Antilocapridae","Antilocapra"
"1347","Antilocapridae","Antilocapra"
"1348","Antilocapridae","Antilocapra"
"1349","Antilocapridae","Antilocapra"
"1350","Antilocapridae","Antilocapra"
"1351","Antilocapridae","Antilocapra"
"1352","Antilocapridae","Antilocapra"
"1353","Antilocapridae","Antilocapra"
"1354","Antilocapridae","Antilocapra"
"1355","Antilocapridae","Antilocapra"
"1356","Antilocapridae","Antilocapra"
"1357","Antilocapridae","Antilocapra"
"1358","Antilocapridae","Antilocapra"
"1359","Antilocapridae","Antilocapra"
"1360","Antilocapridae","Antilocapra"
"1361","Antilocapridae","Antilocapra"
"1362","Antilocapridae","Antilocapra"
"1363","Antilocapridae","Antilocapra"
"1364","Antilocapridae","Antilocapra"
"1365","Antilocapridae","Antilocapra"
"1366","Antilocapridae","Antilocapra"
"1367","Antilocapridae","Antilocapra"
"1368","Antilocapridae","Antilocapra"
"1369","Antilocapridae","Antilocapra"
"1370","Antilocapridae","Antilocapra"
"1371","Antilocapridae","Antilocapra"
"1372","Antilocapridae","Antilocapra"
"1373","Antilocapridae","Antilocapra"
"1374","Antilocapridae","Antilocapra"
"1375","Antilocapridae","Antilocapra"
"1376","Antilocapridae","Antilocapra"
"1377","Antilocapridae","Antilocapra"
"1378","Antilocapridae","Antilocapra"
"1379","Antilocapridae","Antilocapra"
"1380","Antilocapridae","Antilocapra"
"1381","Antilocapridae","Antilocapra"
"1382","Antilocapridae","Antilocapra"
"1383","Antilocapridae","Antilocapra"
"1384","Antilocapridae","Antilocapra"
"1385","Antilocapridae","Antilocapra"
"1386","Antilocapridae","Antilocapra"
"1387","Antilocapridae","Antilocapra"
"1388","Antilocapridae","Antilocapra"
"1389","Antilocapridae","Antilocapra"
"1390","Antilocapridae","Antilocapra"
"1391","Antilocapridae","Antilocapra"
"1392","Antilocapridae","Antilocapra"
"1393","Antilocapridae","Antilocapra"
"1394","Antilocapridae","Antilocapra"
"1395","Antilocapridae","Antilocapra"
"1396","Antilocapridae","Antilocapra"
"1397","Antilocapridae","Antilocapra"
"1398","Antilocapridae","Antilocapra"
"1399","Antilocapridae","Antilocapra"
"1400","Antilocapridae","Antilocapra"
"1401","Antilocapridae","Antilocapra"
"1402","Antilocapridae","Antilocapra"
"1403","Antilocapridae","Antilocapra"
"1404","Antilocapridae","Antilocapra"
"1405","Antilocapridae","Antilocapra"
"1406","Antilocapridae","Antilocapra"
"1407","Antilocapridae","Antilocapra"
"1408","Antilocapridae","Antilocapra"
"1409","Antilocapridae","Antilocapra"
"1410","Antilocapridae","Antilocapra"
"1411","Antilocapridae","Antilocapra"
"1412","Antilocapridae","Antilocapra"
"1413","Antilocapridae","Antilocapra"
"1414","Antilocapridae","Antilocapra"
"1415","Antilocapridae","Antilocapra"
"1416","Antilocapridae","Antilocapra"
"1417","Antilocapridae","Antilocapra"
"1418","Antilocapridae","Antilocapra"
"1419","Antilocapridae","Antilocapra"
"1420","Antilocapridae","Antilocapra"
"1421","Antilocapridae","Antilocapra"
"1422","Antilocapridae","Antilocapra"
"1423","Antilocapridae","Antilocapra"
"1424","Antilocapridae","Antilocapra"
"1425","Antilocapridae","Antilocapra"
"1426","Antilocapridae","Antilocapra"
"1427","Antilocapridae","Antilocapra"
"1428","Antilocapridae","Antilocapra"
"1429","Antilocapridae","Antilocapra"
"1430","Antilocapridae","Antilocapra"
"1431","Antilocapridae","Antilocapra"
"1432","Antilocapridae","Antilocapra"
"1433","Antilocapridae","Antilocapra"
"1434","Antilocapridae","Antilocapra"
"1435","Antilocapridae","Antilocapra"
"1436","Antilocapridae","Antilocapra"
"1437","Antilocapridae","Antilocapra"
"1438","Antilocapridae","Antilocapra"
"1439","Antilocapridae","Antilocapra"
"1440","Antilocapridae","Antilocapra"
"1441","Antilocapridae","Antilocapra"
"1442","Antilocapridae","Antilocapra"
"1443","Antilocapridae","Antilocapra"
"1444","Antilocapridae","Antilocapra"
"1445","Antilocapridae","Antilocapra"
"1446","Antilocapridae","Antilocapra"
"1447","Antilocapridae","Antilocapra"
"1448","Antilocapridae","Antilocapra"
"1449","Antilocapridae","Antilocapra"
"1450","Antilocapridae","Antilocapra"
"1451","Antilocapridae","Antilocapra"
"1452","Antilocapridae","Antilocapra"
"1453","Antilocapridae","Antilocapra"
"1454","Antilocapridae","Antilocapra"
"1455","Antilocapridae","Antilocapra"
"1456","Antilocapridae","Antilocapra"
"1457","Antilocapridae","Antilocapra"
"1458","Antilocapridae","Antilocapra"
"1459","Antilocapridae","Antilocapra"
"1460","Antilocapridae","Antilocapra"
"1461","Antilocapridae","Antilocapra"
"1462","Antilocapridae","Antilocapra"
"1463","Antilocapridae","Antilocapra"
"1464","Antilocapridae","Antilocapra"
"1465","Antilocapridae","Antilocapra"
"1466","Antilocapridae","Antilocapra"
"1467","Antilocapridae","Antilocapra"
"1468","Antilocapridae","Antilocapra"
"1469","Antilocapridae","Antilocapra"
"1470","Antilocapridae","Antilocapra"
"1471","Antilocapridae","Antilocapra"
"1472","Antilocapridae","Antilocapra"
"1473","Antilocapridae","Antilocapra"
"1474","Antilocapridae","Antilocapra"
"1475","Antilocapridae","Antilocapra"
"1476","Antilocapridae","Antilocapra"
"1477","Antilocapridae","Antilocapra"
"1478","Antilocapridae","Antilocapra"
"1479","Antilocapridae","Antilocapra"
"1480","Antilocapridae","Antilocapra"
"1481","Antilocapridae","Antilocapra"
"1482","Antilocapridae","Antilocapra"
"1483","Antilocapridae","Antilocapra"
"1484","Antilocapridae","Antilocapra"
"1485","Antilocapridae","Antilocapra"
"1486","Antilocapridae","Antilocapra"
"1487","Antilocapridae","Antilocapra"
"1488","Antilocapridae","Antilocapra"
"1489","Antilocapridae","Antilocapra"
"1490","Antilocapridae","Antilocapra"
"1491","Antilocapridae","Antilocapra"
"1492","Antilocapridae","Antilocapra"
"1493","Antilocapridae","Antilocapra"
"1494","Antilocapridae","Antilocapra"
"1495","Antilocapridae","Antilocapra"
"1496","Antilocapridae","Antilocapra"
"1497","Antilocapridae","Antilocapra"
"1498","Antilocapridae","Antilocapra"
"1499","Antilocapridae","Antilocapra"
"1500","Antilocapridae","Antilocapra"
"1501","Antilocapridae","Antilocapra"
"1502","Antilocapridae","Antilocapra"
"1503","Antilocapridae","Antilocapra"
"1504","Antilocapridae","Antilocapra"
"1505","Antilocapridae","Antilocapra"
"1506","Antilocapridae","Antilocapra"
"1507","Antilocapridae","Antilocapra"
"1508","Antilocapridae","Antilocapra"
"1509","Antilocapridae","Antilocapra"
"1510","Antilocapridae","Antilocapra"
"1511","Antilocapridae","Antilocapra"
"1512","Antilocapridae","Antilocapra"
"1513","Antilocapridae","Antilocapra"
"1514","Antilocapridae","Antilocapra"
"1515","Antilocapridae","Antilocapra"
"1516","Antilocapridae","Antilocapra"
"1517","Antilocapridae","Antilocapra"
"1518","Antilocapridae","Antilocapra"
"1519","Antilocapridae","Antilocapra"
"1520","Antilocapridae","Antilocapra"
"1521","Antilocapridae","Antilocapra"
"1522","Antilocapridae","Antilocapra"
"1523","Antilocapridae","Antilocapra"
"1524","Antilocapridae","Antilocapra"
"1525","Antilocapridae","Antilocapra"
"1526","Antilocapridae","Antilocapra"
"1527","Antilocapridae","Antilocapra"
"1528","Antilocapridae","Antilocapra"
"1529","Antilocapridae","Antilocapra"
"1530","Antilocapridae","Antilocapra"
"1531","Antilocapridae","Antilocapra"
"1532","Antilocapridae","Antilocapra"
"1533","Antilocapridae","Antilocapra"
"1534","Antilocapridae","Antilocapra"
"1535","Antilocapridae","Antilocapra"
"1536","Antilocapridae","Antilocapra"
"1537","Antilocapridae","Antilocapra"
"1538","Antilocapridae","Antilocapra"
"1539","Antilocapridae","Antilocapra"
"1540","Antilocapridae","Antilocapra"
"1541","Antilocapridae","Antilocapra"
"1542","Antilocapridae","Antilocapra"
"1543","Antilocapridae","Antilocapra"
"1544","Antilocapridae","Antilocapra"
"1545","Antilocapridae","Antilocapra"
"1546","Antilocapridae","Antilocapra"
"1547","Antilocapridae","Antilocapra"
"1548","Antilocapridae","Antilocapra"
"1549","Antilocapridae","Antilocapra"
"1550","Antilocapridae","Antilocapra"
"1551","Antilocapridae","Antilocapra"
"1552","Antilocapridae","Antilocapra"
"1553","Antilocapridae","Antilocapra"
"1554","Antilocapridae","Antilocapra"
"1555","Antilocapridae","Antilocapra"
"1556","Antilocapridae","Antilocapra"
"1557","Antilocapridae","Antilocapra"
"1558","Antilocapridae","Antilocapra"
"1559","Antilocapridae","Antilocapra"
"1560","Antilocapridae","Antilocapra"
"1561","Antilocapridae","Antilocapra"
"1562","Antilocapridae","Antilocapra"
"1563","Antilocapridae","Antilocapra"
"1564","Antilocapridae","Antilocapra"
"1565","Antilocapridae","Antilocapra"
"1566","Antilocapridae","Antilocapra"
"1567","Antilocapridae","Antilocapra"
"1568","Antilocapridae","Antilocapra"
"1569","Antilocapridae","Antilocapra"
"1570","Antilocapridae","Antilocapra"
"1571","Antilocapridae","Antilocapra"
"1572","Antilocapridae","Antilocapra"
"1573","Antilocapridae","Antilocapra"
"1574","Antilocapridae","Antilocapra"
"1575","Antilocapridae","Antilocapra"
"1576","Antilocapridae","Antilocapra"
"1577","Antilocapridae","Antilocapra"
"1578","Antilocapridae","Antilocapra"
"1579","Antilocapridae","Antilocapra"
"1580","Antilocapridae","Antilocapra"
"1581","Antilocapridae","Antilocapra"
"1582","Antilocapridae","Antilocapra"
"1583","Antilocapridae","Antilocapra"
"1584","Antilocapridae","Antilocapra"
"1585","Antilocapridae","Antilocapra"
"1586","Antilocapridae","Antilocapra"
"1587","Antilocapridae","Antilocapra"
"1588","Antilocapridae","Antilocapra"
"1589","Antilocapridae","Antilocapra"
"1590","Antilocapridae","Antilocapra"
"1591","Antilocapridae","Antilocapra"
"1592","Antilocapridae","Antilocapra"
"1593","Antilocapridae","Antilocapra"
"1594","Antilocapridae","Antilocapra"
"1595","Antilocapridae","Antilocapra"
"1596","Antilocapridae","Antilocapra"
"1597","Antilocapridae","Antilocapra"
"1598","Antilocapridae","Antilocapra"
"1599","Antilocapridae","Antilocapra"
"1600","Antilocapridae","Antilocapra"
"1601","Antilocapridae","Antilocapra"
"1602","Antilocapridae","Antilocapra"
"1603","Antilocapridae","Antilocapra"
"1604","Antilocapridae","Antilocapra"
"1605","Antilocapridae","Antilocapra"
"1606","Antilocapridae","Antilocapra"
"1607","Antilocapridae","Antilocapra"
"1608","Antilocapridae","Antilocapra"
"1609","Antilocapridae","Antilocapra"
"1610","Antilocapridae","Antilocapra"
"1611","Antilocapridae","Antilocapra"
"1612","Antilocapridae","Antilocapra"
"1613","Antilocapridae","Antilocapra"
"1614","Antilocapridae","Antilocapra"
"1615","Antilocapridae","Antilocapra"
"1616","Antilocapridae","Antilocapra"
"1617","Antilocapridae","Antilocapra"
"1618","Antilocapridae","Antilocapra"
"1619","Antilocapridae","Antilocapra"
"1620","Antilocapridae","Antilocapra"
"1621","Antilocapridae","Antilocapra"
"1622","Antilocapridae","Antilocapra"
"1623","Antilocapridae","Antilocapra"
"1624","Antilocapridae","Antilocapra"
"1625","Antilocapridae","Antilocapra"
"1626","Antilocapridae","Antilocapra"
"1627","Antilocapridae","Antilocapra"
"1628","Antilocapridae","Antilocapra"
"1629","Antilocapridae","Antilocapra"
"1630","Antilocapridae","Antilocapra"
"1631","Antilocapridae","Antilocapra"
"1632","Antilocapridae","Antilocapra"
"1633","Antilocapridae","Antilocapra"
"1634","Antilocapridae","Antilocapra"
"1635","Antilocapridae","Antilocapra"
"1636","Antilocapridae","Antilocapra"
"1637","Antilocapridae","Antilocapra"
"1638","Antilocapridae","Antilocapra"
"1639","Antilocapridae","Antilocapra"
"1640","Antilocapridae","Antilocapra"
"1641","Antilocapridae","Antilocapra"
"1642","Antilocapridae","Antilocapra"
"1643","Antilocapridae","Antilocapra"
"1644","Antilocapridae","Antilocapra"
"1645","Antilocapridae","Antilocapra"
"1646","Antilocapridae","Antilocapra"
"1647","Antilocapridae","Antilocapra"
"1648","Antilocapridae","Antilocapra"
"1649","Antilocapridae","Antilocapra"
"1650","Antilocapridae","Antilocapra"
"1651","Antilocapridae","Antilocapra"
"1652","Antilocapridae","Antilocapra"
"1653","Antilocapridae","Antilocapra"
"1654","Antilocapridae","Antilocapra"
"1655","Antilocapridae","Antilocapra"
"1656","Antilocapridae","Antilocapra"
"1657","Antilocapridae","Antilocapra"
"1658","Antilocapridae","Antilocapra"
"1659","Antilocapridae","Antilocapra"
"1660","Antilocapridae","Antilocapra"
"1661","Antilocapridae","Antilocapra"
"1662","Antilocapridae","Antilocapra"
"1663","Antilocapridae","Antilocapra"
"1664","Antilocapridae","Antilocapra"
"1665","Antilocapridae","Antilocapra"
"1666","Antilocapridae","Antilocapra"
"1667","Antilocapridae","Antilocapra"
"1668","Antilocapridae","Antilocapra"
"1669","Antilocapridae","Antilocapra"
"1670","Antilocapridae","Antilocapra"
"1671","Antilocapridae","Antilocapra"
"1672","Antilocapridae","Antilocapra"
"1673","Antilocapridae","Antilocapra"
"1674","Antilocapridae","Antilocapra"
"1675","Antilocapridae","Antilocapra"
"1676","Antilocapridae","Antilocapra"
"1677","Antilocapridae","Antilocapra"
"1678","Antilocapridae","Antilocapra"
"1679","Antilocapridae","Antilocapra"
"1680","Antilocapridae","Antilocapra"
"1681","Antilocapridae","Antilocapra"
"1682","Antilocapridae","Antilocapra"
"1683","Antilocapridae","Antilocapra"
"1684","Antilocapridae","Antilocapra"
"1685","Antilocapridae","Antilocapra"
"1686","Antilocapridae","Antilocapra"
"1687","Antilocapridae","Antilocapra"
"1688","Antilocapridae","Antilocapra"
"1689","Antilocapridae","Antilocapra"
"1690","Antilocapridae","Antilocapra"
"1691","Antilocapridae","Antilocapra"
"1692","Antilocapridae","Antilocapra"
"1693","Antilocapridae","Antilocapra"
"1694","Antilocapridae","Antilocapra"
"1695","Antilocapridae","Antilocapra"
"1696","Antilocapridae","Antilocapra"
"1697","Antilocapridae","Antilocapra"
"1698","Antilocapridae","Antilocapra"
"1699","Antilocapridae","Antilocapra"
"1700","Antilocapridae","Antilocapra"
"1701","Antilocapridae","Antilocapra"
"1702","Antilocapridae","Antilocapra"
"1703","Antilocapridae","Antilocapra"
"1704","Antilocapridae","Antilocapra"
"1705","Antilocapridae","Antilocapra"
"1706","Antilocapridae","Antilocapra"
"1707","Antilocapridae","Antilocapra"
"1708","Antilocapridae","Antilocapra"
"1709","Antilocapridae","Antilocapra"
"1710","Antilocapridae","Antilocapra"
"1711","Antilocapridae","Antilocapra"
"1712","Antilocapridae","Antilocapra"
"1713","Antilocapridae","Antilocapra"
"1714","Antilocapridae","Antilocapra"
"1715","Antilocapridae","Antilocapra"
"1716","Antilocapridae","Antilocapra"
"1717","Antilocapridae","Antilocapra"
"1718","Antilocapridae","Antilocapra"
"1719","Antilocapridae","Antilocapra"
"1720","Antilocapridae","Antilocapra"
"1721","Antilocapridae","Antilocapra"
"1722","Antilocapridae","Antilocapra"
"1723","Antilocapridae","Antilocapra"
"1724","Antilocapridae","Antilocapra"
"1725","Antilocapridae","Antilocapra"
"1726","Antilocapridae","Antilocapra"
"1727","Antilocapridae","Antilocapra"
"1728","Antilocapridae","Antilocapra"
"1729","Antilocapridae","Antilocapra"
"1730","Antilocapridae","Antilocapra"
"1731","Antilocapridae","Antilocapra"
"1732","Antilocapridae","Antilocapra"
"1733","Antilocapridae","Antilocapra"
"1734","Antilocapridae","Antilocapra"
"1735","Antilocapridae","Antilocapra"
"1736","Antilocapridae","Antilocapra"
"1737","Antilocapridae","Antilocapra"
"1738","Antilocapridae","Antilocapra"
"1739","Antilocapridae","Antilocapra"
"1740","Antilocapridae","Antilocapra"
"1741","Antilocapridae","Antilocapra"
"1742","Antilocapridae","Antilocapra"
"1743","Antilocapridae","Antilocapra"
"1744","Antilocapridae","Antilocapra"
"1745","Antilocapridae","Antilocapra"
"1746","Antilocapridae","Antilocapra"
"1747","Antilocapridae","Antilocapra"
"1748","Antilocapridae","Antilocapra"
"1749","Antilocapridae","Antilocapra"
"1750","Antilocapridae","Antilocapra"
"1751","Antilocapridae","Antilocapra"
"1752","Antilocapridae","Antilocapra"
"1753","Antilocapridae","Antilocapra"
"1755","Antilocapridae","Antilocapra"
"1756","Antilocapridae","Antilocapra"
"1757","Antilocapridae","Antilocapra"
"1758","Antilocapridae","Antilocapra"
"1759","Antilocapridae","Antilocapra"
"1760","Antilocapridae","Antilocapra"
"1761","Antilocapridae","Antilocapra"
"1762","Antilocapridae","Antilocapra"
"1763","Antilocapridae","Antilocapra"
"1764","Antilocapridae","Antilocapra"
"1765","Antilocapridae","Antilocapra"
"1766","Antilocapridae","Antilocapra"
"1767","Antilocapridae","Antilocapra"
"1768","Antilocapridae","Antilocapra"
"1769","Antilocapridae","Antilocapra"
"1770","Antilocapridae","Antilocapra"
"1771","Antilocapridae","Antilocapra"
"1772","Antilocapridae","Antilocapra"
"1773","Antilocapridae","Antilocapra"
"1774","Antilocapridae","Antilocapra"
"1775","Antilocapridae","Antilocapra"
"1776","Antilocapridae","Antilocapra"
"1777","Antilocapridae","Antilocapra"
"1778","Antilocapridae","Antilocapra"
"1779","Antilocapridae","Antilocapra"
"1780","Antilocapridae","Antilocapra"
"1781","Antilocapridae","Antilocapra"
"1782","Antilocapridae","Antilocapra"
"1783","Antilocapridae","Antilocapra"
"1784","Antilocapridae","Antilocapra"
"1785","Antilocapridae","Antilocapra"
"1786","Antilocapridae","Antilocapra"
"1787","Antilocapridae","Antilocapra"
"1788","Antilocapridae","Antilocapra"
"1789","Antilocapridae","Antilocapra"
"1790","Antilocapridae","Antilocapra"
"1791","Antilocapridae","Antilocapra"
"1792","Antilocapridae","Antilocapra"
"1793","Antilocapridae","Antilocapra"
"1794","Antilocapridae","Antilocapra"
"1795","Antilocapridae","Antilocapra"
"1796","Antilocapridae","Antilocapra"
"1797","Antilocapridae","Antilocapra"
"1798","Antilocapridae","Antilocapra"
"1799","Antilocapridae","Antilocapra"
"1800","Antilocapridae","Antilocapra"
"1801","Antilocapridae","Antilocapra"
"1802","Antilocapridae","Antilocapra"
"1803","Antilocapridae","Antilocapra"
